attendance,internal_marks,assignment_score,quiz_score,previous_gpa,semester,gender,AcademicRisk
62.11,93.94,61.32,72.3,2.41,8,Male,Medium Risk
75.29,77.8,59.71,67.69,3.13,4,Male,Low Risk
74.88,80.14,49.13,89.3,0.58,5,Other,Medium Risk
94.14,47.87,61.79,73.88,2.78,7,Male,Low Risk
86.63,80.79,94.93,88.78,2.97,2,Female,Low Risk
53.03,43.06,60.42,60.83,3.15,5,Male,Medium Risk
61.21,67.6,59.8,90.46,3.82,2,Male,Low Risk
86.65,89.62,93.49,84.52,3.65,3,Female,Low Risk
7.57,35.93,0.87,98.12,3.61,6,Male,High Risk
29.34,23.79,44.25,63.53,1.73,5,Male,High Risk
65.2,66.29,48.0,90.52,2.04,2,Female,Medium Risk
55.66,91.92,73.38,97.94,3.87,5,Female,Low Risk
91.55,44.84,94.37,80.21,2.95,2,Female,Low Risk
54.52,61.99,69.67,85.9,0.49,2,Other,Medium Risk
52.98,60.03,91.46,83.04,3.19,8,Female,Low Risk
59.53,45.07,87.78,85.2,2.95,1,Male,Medium Risk
62.29,59.24,88.66,81.4,2.11,2,Female,Medium Risk
83.35,79.77,79.39,39.87,3.29,3,Female,Low Risk
95.02,82.52,70.12,95.22,3.47,7,Male,Low Risk
86.5,50.12,58.15,65.25,2.91,5,Female,Medium Risk
24.56,4.26,22.36,45.49,1.66,1,Male,High Risk
75.06,93.83,93.02,64.74,3.98,8,Male,Low Risk
86.43,47.33,52.45,51.49,3.93,3,Male,Low Risk
85.1,56.86,93.07,61.58,2.08,7,Female,Medium Risk
58.49,97.25,70.77,94.06,2.5,2,Female,Low Risk
89.68,68.95,84.17,71.89,2.92,7,Male,Low Risk
30.68,84.6,73.21,53.07,3.28,3,Other,Medium Risk
95.42,77.05,57.61,78.59,3.51,4,Male,Low Risk
77.4,51.46,71.38,84.43,3.75,1,Male,Low Risk
54.81,55.66,5.76,59.8,1.72,3,Other,High Risk
81.58,72.36,86.91,90.68,1.35,1,Female,Medium Risk
61.87,45.65,94.1,51.07,3.42,8,Male,Medium Risk
95.94,63.14,81.62,70.01,3.63,2,Female,Low Risk
59.86,80.88,66.68,69.43,3.22,2,Female,Low Risk
90.78,78.63,88.3,90.89,3.68,7,Female,Low Risk
68.0,53.72,66.15,91.81,2.63,2,Female,Medium Risk
57.5,97.17,66.08,65.38,2.55,6,Male,Medium Risk
53.56,52.57,88.7,64.44,2.56,3,Female,Medium Risk
53.66,63.19,60.05,76.67,3.6,5,Female,Medium Risk
55.65,77.08,99.66,65.48,3.04,1,Male,Low Risk
33.97,4.23,86.87,58.24,1.19,4,Male,High Risk
57.63,56.78,64.67,44.06,0.22,4,Female,High Risk
47.74,60.03,13.57,40.88,0.71,8,Male,High Risk
67.2,76.91,50.58,91.27,2.58,2,Other,Medium Risk
40.69,98.69,63.78,92.58,4.0,5,Female,Low Risk
83.74,80.53,36.61,57.98,1.41,6,Other,Medium Risk
81.39,93.51,93.06,53.63,2.62,8,Male,Low Risk
78.77,96.01,56.33,96.73,2.99,7,Male,Low Risk
58.28,86.76,81.19,83.98,2.48,7,Male,Low Risk
20.44,49.96,52.15,16.18,2.89,7,Male,High Risk
9.02,56.8,39.01,8.16,2.59,3,Other,High Risk
57.29,68.59,76.07,67.75,3.3,8,Female,Low Risk
69.28,90.66,96.85,58.66,3.84,2,Female,Low Risk
95.71,67.41,54.01,61.18,3.09,5,Male,Low Risk
52.32,49.71,78.26,58.52,2.64,2,Female,Medium Risk
86.87,54.98,51.77,93.19,3.74,6,Male,Low Risk
34.19,50.43,74.59,55.11,2.97,6,Female,Medium Risk
76.39,70.99,33.1,62.56,0.78,5,Male,Medium Risk
87.25,57.74,58.94,59.84,2.43,2,Female,Medium Risk
86.19,94.22,94.12,70.33,2.71,3,Male,Low Risk
86.34,70.3,84.3,88.75,2.67,2,Female,Low Risk
4.49,82.45,42.09,41.48,1.31,2,Other,High Risk
77.31,47.22,99.68,57.07,2.71,4,Male,Medium Risk
89.63,96.43,84.79,64.99,3.61,5,Male,Low Risk
89.68,97.8,53.58,73.0,2.29,2,Male,Low Risk
84.52,71.53,12.0,98.07,0.09,1,Female,Medium Risk
86.11,79.57,79.45,52.57,3.64,3,Male,Low Risk
88.02,90.95,74.79,73.0,2.51,7,Male,Low Risk
77.31,63.43,87.2,86.41,2.17,4,Male,Low Risk
61.27,66.8,91.41,38.08,2.88,1,Female,Medium Risk
80.82,44.66,65.54,72.31,2.88,6,Female,Medium Risk
33.44,16.6,45.11,40.24,3.07,6,Other,High Risk
81.1,48.27,75.5,61.81,2.06,5,Male,Medium Risk
76.26,88.08,82.11,60.5,3.76,6,Female,Low Risk
75.99,69.56,13.9,80.78,2.71,4,Male,Medium Risk
91.11,73.49,66.01,78.42,2.22,2,Male,Low Risk
72.04,92.9,55.32,87.87,2.77,6,Male,Low Risk
81.83,97.93,63.35,53.44,2.06,2,Male,Low Risk
83.72,4.69,17.44,4.85,0.77,5,Male,High Risk
75.13,85.25,97.59,93.3,2.89,8,Male,Low Risk
57.79,89.61,79.7,53.59,2.27,6,Female,Medium Risk
72.78,53.92,89.55,53.9,2.49,5,Male,Medium Risk
55.18,56.9,77.01,50.91,3.63,8,Male,Medium Risk
86.7,70.09,66.93,88.17,2.44,6,Female,Low Risk
97.33,56.5,89.05,67.28,2.89,5,Male,Low Risk
69.31,84.86,34.94,70.94,0.63,3,Other,Medium Risk
72.66,52.6,91.0,74.31,3.35,2,Male,Low Risk
63.4,84.38,54.92,92.29,3.5,5,Male,Low Risk
94.21,84.31,68.04,11.89,3.94,4,Female,Low Risk
88.45,95.18,42.79,78.41,3.31,1,Male,Low Risk
53.87,63.38,79.39,66.72,3.39,3,Male,Medium Risk
86.6,86.41,99.26,77.74,3.65,6,Male,Low Risk
98.64,79.29,53.19,81.86,2.6,1,Female,Low Risk
95.82,74.79,71.38,76.15,1.44,5,Other,Low Risk
81.7,87.45,91.29,85.83,1.45,5,Male,Low Risk
83.9,76.03,81.13,63.19,2.3,5,Male,Low Risk
21.5,11.23,21.74,90.58,0.34,1,Male,High Risk
78.47,70.07,22.47,36.09,3.8,4,Female,Medium Risk
96.78,75.35,83.24,83.46,2.57,7,Female,Low Risk
99.69,66.98,45.17,85.07,0.1,6,Other,Medium Risk
92.26,88.75,39.87,74.13,3.72,1,Female,Low Risk
67.73,69.61,78.2,81.15,3.9,2,Male,Low Risk
66.26,48.7,57.82,61.82,2.41,2,Female,Medium Risk
90.78,91.12,64.65,56.84,2.8,1,Female,Low Risk
48.01,99.76,11.44,85.2,3.45,6,Female,Medium Risk
88.44,51.65,54.08,73.25,2.95,7,Male,Medium Risk
94.77,90.19,4.89,83.83,2.04,5,Other,Medium Risk
66.61,61.02,65.71,25.23,3.07,8,Female,Medium Risk
78.35,57.43,74.14,98.75,2.84,3,Male,Low Risk
96.65,82.58,57.46,62.6,3.74,1,Male,Low Risk
79.4,97.29,85.17,77.45,3.37,3,Female,Low Risk
82.72,41.33,88.67,64.91,3.08,2,Female,Low Risk
74.43,61.01,82.94,59.72,3.07,2,Female,Low Risk
56.56,85.29,67.01,28.85,3.9,2,Female,Medium Risk
90.4,71.54,94.74,57.79,2.7,2,Female,Low Risk
98.61,52.93,92.56,78.35,3.88,6,Female,Low Risk
65.29,43.52,63.41,64.97,2.73,2,Female,Medium Risk
60.84,96.07,86.89,62.12,2.17,6,Male,Low Risk
96.81,53.81,51.59,55.37,3.22,4,Female,Low Risk
78.14,61.25,80.35,96.87,3.26,8,Female,Low Risk
80.32,94.54,97.52,20.65,2.29,8,Female,Low Risk
75.2,99.28,96.12,90.42,3.56,8,Male,Low Risk
9.39,86.4,5.55,33.91,0.54,4,Female,High Risk
60.22,85.02,79.38,31.52,3.68,5,Male,Low Risk
78.56,64.94,84.76,94.21,3.01,3,Male,Low Risk
74.57,27.16,18.11,32.81,1.92,6,Female,High Risk
33.54,77.95,10.58,85.7,3.07,6,Other,Medium Risk
94.06,97.43,46.75,72.56,3.39,2,Male,Low Risk
96.89,58.03,56.88,87.5,3.57,1,Male,Low Risk
69.76,48.32,70.58,69.02,3.12,7,Male,Medium Risk
55.24,88.8,66.15,59.25,3.24,8,Male,Low Risk
86.9,74.37,31.31,52.14,3.44,5,Other,Low Risk
47.25,50.98,31.22,96.95,2.93,1,Female,Medium Risk
76.32,44.74,55.97,50.63,2.76,4,Male,Medium Risk
93.12,11.97,11.71,8.77,2.63,6,Female,High Risk
69.71,75.23,54.49,67.34,2.7,3,Male,Medium Risk
47.15,8.36,1.78,72.53,0.69,6,Male,High Risk
94.76,65.02,92.9,13.29,3.07,1,Male,Low Risk
74.56,83.49,56.35,74.06,2.51,8,Female,Low Risk
55.25,81.04,65.91,80.61,2.89,8,Female,Low Risk
89.28,93.71,78.97,56.45,3.86,7,Female,Low Risk
72.59,87.0,54.74,60.53,2.77,2,Male,Low Risk
81.53,83.16,81.56,66.64,3.82,8,Female,Low Risk
87.19,95.35,54.8,71.98,3.65,8,Male,Low Risk
72.81,77.81,69.59,55.32,2.22,7,Male,Medium Risk
84.01,88.85,89.55,57.45,2.35,4,Female,Low Risk
20.02,45.77,84.97,80.1,0.65,5,Other,High Risk
8.6,17.63,17.53,82.31,1.59,6,Other,High Risk
79.26,44.12,97.32,77.6,2.89,5,Female,Low Risk
80.13,64.42,76.26,84.16,3.18,3,Female,Low Risk
70.89,40.89,81.7,96.65,2.69,3,Male,Medium Risk
2.9,24.08,14.3,77.68,0.79,1,Other,High Risk
90.27,99.26,68.6,50.17,2.19,6,Female,Low Risk
67.2,68.05,69.39,61.1,2.98,1,Female,Medium Risk
53.85,47.83,88.83,83.0,3.52,2,Female,Low Risk
63.43,91.41,96.45,62.04,3.54,2,Male,Low Risk
65.54,41.3,54.51,62.63,2.75,2,Male,Medium Risk
70.03,31.24,83.23,80.48,1.55,8,Male,Medium Risk
80.48,73.34,53.74,63.77,3.41,2,Female,Low Risk
58.79,80.17,89.84,60.95,3.35,4,Female,Low Risk
76.42,98.33,95.32,71.66,3.62,1,Male,Low Risk
73.99,59.48,76.57,61.0,4.0,5,Male,Low Risk
56.84,62.48,62.28,54.72,3.64,5,Male,Medium Risk
72.66,23.11,61.61,65.93,1.31,7,Other,Medium Risk
98.79,45.5,99.61,90.34,2.53,4,Male,Low Risk
57.43,42.21,96.93,87.29,3.66,5,Female,Low Risk
84.87,54.56,52.34,57.9,2.52,8,Male,Medium Risk
29.36,49.9,16.25,96.24,1.79,3,Female,High Risk
53.14,73.72,87.87,79.21,2.59,3,Male,Medium Risk
79.0,93.75,29.0,86.88,2.96,7,Female,Low Risk
65.33,91.65,86.67,79.37,3.23,5,Female,Low Risk
94.22,25.06,80.1,66.74,2.13,1,Male,Medium Risk
58.94,93.03,95.93,60.31,2.52,5,Female,Low Risk
77.09,95.0,65.48,57.59,2.33,4,Male,Low Risk
68.16,72.02,83.2,67.39,2.13,3,Female,Medium Risk
31.38,27.28,13.09,43.88,1.21,7,Female,High Risk
4.4,82.08,65.66,24.97,0.81,3,Female,High Risk
91.03,20.25,54.21,70.14,3.81,5,Female,Medium Risk
59.35,64.26,87.16,74.18,2.09,1,Female,Medium Risk
94.5,66.06,75.97,61.51,3.59,1,Female,Low Risk
55.06,29.0,97.16,62.17,2.68,2,Female,Medium Risk
89.92,88.58,62.22,39.63,3.55,5,Female,Low Risk
67.01,90.85,89.0,54.17,2.12,6,Male,Medium Risk
86.97,86.48,76.05,77.18,2.88,4,Female,Low Risk
89.02,77.44,67.58,61.94,2.54,1,Male,Low Risk
51.61,67.6,58.82,69.16,3.42,6,Male,Medium Risk
20.24,53.94,48.14,57.16,0.2,4,Female,High Risk
83.47,95.23,94.05,37.45,1.82,5,Male,Low Risk
95.39,48.31,60.81,12.11,2.44,1,Female,Medium Risk
66.22,41.89,22.24,74.52,1.04,7,Male,High Risk
63.48,0.39,72.76,37.75,3.91,8,Other,Medium Risk
1.89,45.5,61.81,46.04,0.52,4,Female,High Risk
91.35,70.87,60.14,69.36,2.4,5,Male,Low Risk
84.91,93.52,80.12,64.93,1.71,7,Other,Low Risk
77.24,82.96,61.65,92.61,3.17,5,Female,Low Risk
60.11,87.83,94.81,79.31,2.65,7,Male,Low Risk
44.87,17.16,12.29,58.71,2.02,8,Other,High Risk
67.64,77.89,90.8,55.05,3.98,8,Male,Low Risk
64.72,81.88,82.49,54.72,2.78,7,Male,Low Risk
84.98,99.62,86.83,58.1,3.2,4,Male,Low Risk
63.94,58.41,64.36,77.98,3.77,3,Male,Low Risk
88.96,98.96,97.25,93.53,3.12,6,Female,Low Risk
67.73,68.4,60.62,64.33,2.82,3,Male,Medium Risk
24.49,26.7,80.85,27.33,0.01,1,Female,High Risk
74.69,30.23,56.15,16.93,3.28,6,Other,Medium Risk
88.91,33.88,63.26,84.12,3.55,5,Female,Low Risk
76.32,45.02,89.25,91.29,2.42,1,Male,Low Risk
73.42,56.4,63.08,56.78,3.45,1,Male,Medium Risk
84.08,64.17,99.71,68.41,3.09,5,Male,Low Risk
67.48,82.45,86.4,80.07,3.25,3,Other,Low Risk
91.64,51.5,90.66,86.55,3.83,4,Female,Low Risk
72.45,82.28,84.99,70.81,2.81,5,Female,Low Risk
68.67,24.82,52.54,79.18,2.68,8,Male,Medium Risk
75.71,89.58,52.97,77.29,3.84,4,Male,Low Risk
75.16,71.33,53.09,59.0,3.73,5,Male,Low Risk
9.83,4.3,72.14,76.1,3.37,5,Male,High Risk
87.21,60.21,13.38,69.39,3.39,1,Male,Medium Risk
73.63,96.83,81.06,90.38,2.94,8,Male,Low Risk
32.44,79.84,95.77,87.53,0.61,1,Other,Medium Risk
98.61,95.39,44.22,52.39,2.39,1,Male,Low Risk
81.37,48.61,57.8,50.7,3.86,8,Male,Low Risk
79.45,86.01,65.92,53.3,3.7,5,Female,Low Risk
28.78,67.91,5.41,95.59,3.92,8,Other,Medium Risk
91.47,70.04,67.51,77.43,2.56,8,Female,Low Risk
82.21,56.24,88.93,84.71,2.19,5,Female,Low Risk
64.12,78.89,85.63,85.32,2.66,5,Female,Low Risk
84.13,58.65,73.87,60.66,2.0,1,Female,Medium Risk
93.9,79.78,32.42,86.33,3.68,1,Other,Low Risk
6.13,59.59,11.9,24.48,1.32,5,Other,High Risk
57.74,98.34,9.46,54.79,2.37,2,Male,Medium Risk
59.98,43.29,51.53,60.7,3.58,3,Female,Medium Risk
85.54,48.53,95.51,90.72,2.16,5,Male,Low Risk
84.7,70.46,80.65,95.96,2.76,1,Female,Low Risk
58.41,37.83,30.2,67.74,3.84,1,Other,Medium Risk
82.84,72.13,57.66,55.04,2.09,8,Male,Medium Risk
75.75,80.84,98.05,67.96,2.88,7,Male,Low Risk
67.98,85.05,70.17,94.28,3.73,6,Male,Low Risk
96.06,72.18,91.79,98.42,1.41,3,Female,Low Risk
71.93,69.02,49.64,56.68,1.85,1,Female,Medium Risk
80.64,68.2,65.45,92.87,3.48,7,Other,Low Risk
74.01,68.04,61.83,82.18,2.72,7,Female,Low Risk
63.47,57.96,90.26,84.07,2.25,4,Male,Medium Risk
53.95,39.19,25.47,75.53,2.04,2,Male,High Risk
92.36,99.7,59.1,97.68,3.52,7,Male,Low Risk
61.02,88.29,63.81,51.76,2.5,5,Male,Medium Risk
80.93,62.2,26.3,87.74,3.68,6,Other,Low Risk
64.02,57.39,69.93,84.75,2.8,1,Male,Medium Risk
52.9,76.17,68.86,55.62,3.57,1,Female,Medium Risk
98.37,69.31,59.24,96.39,3.46,2,Female,Low Risk
51.85,50.03,15.31,50.06,0.24,4,Other,High Risk
66.12,94.05,92.09,73.89,2.25,3,Male,Low Risk
92.79,53.44,40.21,10.93,2.36,2,Other,Medium Risk
4.9,23.45,62.19,85.81,0.02,8,Female,High Risk
7.72,69.29,83.48,15.88,0.3,6,Other,High Risk
68.18,20.12,38.42,14.65,2.21,4,Other,High Risk
65.16,39.43,81.37,57.59,3.38,1,Male,Medium Risk
0.17,48.78,26.46,8.62,3.38,1,Male,High Risk
15.95,91.43,55.67,0.61,0.07,7,Other,High Risk
6.6,39.76,94.0,50.17,0.88,5,Female,High Risk
56.14,74.67,82.32,87.11,2.45,2,Male,Medium Risk
78.67,48.62,70.54,65.96,2.13,8,Female,Medium Risk
93.17,53.04,17.82,64.59,0.77,2,Male,Medium Risk
87.35,75.49,59.16,82.41,2.53,7,Male,Low Risk
91.64,82.75,64.77,83.8,3.31,3,Male,Low Risk
95.12,68.56,80.93,66.77,2.14,1,Male,Low Risk
51.03,83.66,99.56,75.62,3.16,3,Other,Low Risk
82.71,75.53,29.79,57.99,3.41,3,Female,Low Risk
64.01,17.73,3.72,79.17,0.67,5,Male,High Risk
66.23,97.74,55.15,86.19,2.65,7,Male,Low Risk
82.84,79.77,81.04,58.22,2.86,8,Male,Low Risk
96.0,48.89,56.46,57.44,3.05,7,Male,Medium Risk
30.4,38.1,98.93,61.88,2.18,6,Male,Medium Risk
90.87,49.57,52.13,50.6,2.03,1,Male,Medium Risk
82.79,93.72,87.56,92.09,3.59,1,Male,Low Risk
53.77,4.89,44.83,90.8,2.85,3,Male,Medium Risk
52.05,53.32,56.22,61.58,2.45,2,Male,Medium Risk
83.5,81.79,90.21,82.57,3.8,6,Female,Low Risk
66.0,45.76,63.86,71.8,2.29,7,Male,Medium Risk
54.61,61.66,29.19,6.4,2.95,7,Male,High Risk
79.62,81.59,74.1,98.16,3.43,3,Female,Low Risk
96.09,89.24,98.27,65.23,3.85,4,Female,Low Risk
43.82,69.03,57.53,50.17,2.47,7,Other,Medium Risk
50.37,31.79,88.74,18.94,0.88,6,Other,High Risk
64.22,44.25,59.98,83.58,2.53,1,Male,Medium Risk
63.37,94.2,48.39,86.17,2.52,7,Other,Low Risk
76.75,89.14,74.74,78.25,3.91,3,Male,Low Risk
64.88,80.87,63.59,74.52,3.78,1,Female,Low Risk
63.39,31.8,95.92,78.9,3.61,1,Female,Low Risk
97.18,93.07,88.85,75.17,3.2,4,Other,Low Risk
22.93,35.37,48.76,26.94,2.24,6,Other,High Risk
47.08,36.45,62.41,82.86,0.97,1,Female,High Risk
12.86,3.89,3.55,35.02,2.88,4,Male,High Risk
60.6,98.66,71.39,90.77,3.81,4,Other,Low Risk
73.33,50.37,99.28,86.49,2.06,4,Female,Medium Risk
91.94,88.73,94.26,93.26,3.59,7,Female,Low Risk
74.78,94.61,95.75,69.87,2.67,6,Female,Low Risk
91.96,53.89,65.44,74.58,3.92,1,Female,Low Risk
53.96,51.08,73.13,93.19,3.86,4,Male,Low Risk
85.44,69.39,71.77,71.55,2.88,6,Male,Low Risk
87.33,58.19,59.98,75.23,3.09,3,Other,Low Risk
50.2,40.15,88.49,59.77,2.18,4,Male,Medium Risk
78.19,50.52,50.69,81.58,3.64,5,Male,Low Risk
70.42,98.67,59.72,61.56,2.85,6,Male,Low Risk
55.38,64.95,63.41,51.32,2.28,8,Female,Medium Risk
88.08,45.18,28.41,63.79,3.82,4,Other,Medium Risk
56.89,85.11,80.77,58.48,2.29,2,Male,Medium Risk
98.56,63.55,62.97,55.75,2.33,2,Female,Medium Risk
73.39,87.35,97.06,71.5,3.25,4,Female,Low Risk
65.05,84.06,97.41,93.33,2.54,4,Male,Low Risk
77.06,87.15,89.64,81.38,3.48,8,Female,Low Risk
50.75,82.26,12.93,26.81,3.79,6,Female,Medium Risk
50.95,11.16,98.53,12.54,1.65,2,Other,High Risk
47.31,29.15,79.05,22.32,2.79,2,Other,Medium Risk
85.08,59.12,69.11,56.34,3.63,2,Female,Low Risk
15.45,72.93,64.28,6.98,0.46,8,Female,High Risk
81.03,50.51,56.73,81.27,2.58,1,Male,Medium Risk
64.85,56.91,75.46,63.4,3.78,4,Male,Low Risk
53.47,87.09,61.44,55.01,3.87,7,Male,Low Risk
89.21,70.3,53.95,62.41,3.55,8,Male,Low Risk
86.82,88.78,63.71,65.51,3.27,2,Male,Low Risk
13.83,11.72,6.9,76.5,3.14,4,Other,High Risk
54.21,99.83,68.06,51.83,2.98,4,Female,Low Risk
69.54,54.54,70.93,98.97,3.69,6,Male,Low Risk
61.7,77.54,63.73,97.34,2.69,4,Male,Low Risk
68.68,90.52,29.5,65.88,2.24,4,Male,Medium Risk
93.7,82.73,88.04,89.29,2.24,5,Female,Low Risk
63.48,73.53,24.32,87.6,1.52,1,Male,Medium Risk
84.6,85.33,83.72,85.67,3.2,1,Male,Low Risk
73.24,97.84,73.81,57.68,3.81,3,Female,Low Risk
62.85,47.77,75.66,73.67,2.4,8,Male,Medium Risk
88.63,81.52,95.07,87.31,3.6,6,Male,Low Risk
24.31,21.93,94.86,11.88,1.22,2,Female,High Risk
94.02,62.07,86.28,95.37,3.76,2,Male,Low Risk
71.4,69.92,79.22,80.03,3.23,6,Male,Low Risk
94.91,76.79,20.44,19.44,3.52,1,Male,Medium Risk
75.05,98.1,72.86,81.61,3.82,8,Female,Low Risk
50.87,75.03,95.23,72.2,3.6,8,Male,Low Risk
55.43,44.32,97.07,60.63,3.68,3,Female,Medium Risk
98.21,43.99,67.48,75.32,2.35,8,Female,Medium Risk
85.97,44.23,16.85,57.67,2.48,5,Female,Medium Risk
70.59,40.36,58.41,91.33,3.91,2,Female,Low Risk
58.47,77.4,79.53,53.75,3.59,5,Female,Low Risk
59.38,56.78,50.42,68.17,2.42,8,Female,Medium Risk
99.73,81.09,71.16,50.34,3.19,4,Female,Low Risk
6.96,49.32,8.08,72.37,2.21,5,Other,High Risk
53.95,89.05,83.02,95.79,2.17,7,Male,Low Risk
63.83,51.49,85.1,43.14,3.28,7,Other,Medium Risk
44.21,70.52,83.83,56.3,2.8,2,Other,Medium Risk
82.51,90.99,79.65,99.57,3.51,4,Female,Low Risk
88.66,80.38,83.9,73.8,3.41,8,Male,Low Risk
99.58,50.88,54.88,91.79,3.88,2,Female,Low Risk
91.48,92.12,77.58,66.56,2.71,7,Female,Low Risk
93.04,85.28,54.93,70.84,2.45,6,Female,Low Risk
94.77,55.51,49.19,98.76,0.87,8,Male,Medium Risk
36.18,8.76,11.8,96.19,3.63,4,Other,High Risk
65.41,93.52,14.54,45.09,3.09,4,Female,Medium Risk
69.53,54.48,81.68,96.44,2.26,7,Male,Medium Risk
79.81,49.58,52.21,94.1,3.18,6,Other,Low Risk
32.15,41.28,86.37,2.21,1.74,5,Other,High Risk
98.54,69.49,59.12,54.61,2.93,7,Female,Low Risk
36.49,97.5,54.72,75.47,1.29,8,Other,Medium Risk
86.72,67.64,58.14,62.89,2.21,1,Male,Medium Risk
70.16,41.34,79.55,95.37,2.95,2,Other,Low Risk
94.25,31.92,25.59,99.94,2.87,3,Male,Medium Risk
62.64,86.63,84.76,74.66,3.6,2,Male,Low Risk
91.64,7.28,58.24,98.15,3.72,1,Female,Low Risk
78.58,42.0,94.07,77.54,3.02,4,Female,Low Risk
92.92,76.14,33.29,54.85,3.93,5,Other,Low Risk
92.94,74.75,20.1,98.85,2.52,1,Other,Low Risk
81.12,38.15,98.43,36.48,1.99,7,Female,Medium Risk
61.92,69.36,66.61,86.21,3.43,5,Male,Low Risk
79.77,51.67,89.71,92.89,3.12,6,Female,Low Risk
73.1,56.73,74.23,96.65,3.97,6,Female,Low Risk
89.0,83.87,18.9,93.43,2.86,1,Other,Low Risk
55.44,81.39,65.02,69.11,2.9,7,Female,Medium Risk
92.88,45.43,94.52,74.45,2.92,4,Male,Low Risk
53.88,82.7,24.11,93.51,3.92,2,Male,Low Risk
99.04,52.66,45.17,34.3,3.89,2,Female,Low Risk
70.73,72.75,80.84,61.54,3.13,4,Female,Low Risk
75.37,94.03,17.23,93.25,2.84,7,Female,Low Risk
71.52,97.8,54.96,69.22,1.57,4,Other,Medium Risk
81.91,82.35,84.42,87.98,2.22,6,Female,Low Risk
66.66,73.99,74.97,88.57,1.4,1,Female,Medium Risk
77.26,90.1,68.29,87.31,3.96,1,Female,Low Risk
62.97,84.12,89.62,78.62,3.41,6,Female,Low Risk
88.09,73.06,99.63,86.48,2.12,8,Male,Low Risk
41.6,57.4,60.99,83.56,2.17,5,Male,Medium Risk
89.16,88.46,88.33,98.93,2.38,3,Female,Low Risk
97.41,48.64,7.22,90.64,3.82,6,Male,Low Risk
53.22,45.67,80.56,97.89,3.7,6,Male,Low Risk
84.11,96.84,69.41,71.13,2.72,3,Female,Low Risk
2.6,83.62,7.67,19.46,0.02,5,Female,High Risk
88.51,94.37,58.37,39.96,3.75,7,Male,Low Risk
55.55,70.8,84.33,95.11,3.33,3,Female,Low Risk
64.45,93.41,96.35,91.14,2.99,1,Female,Low Risk
46.83,96.22,45.06,18.09,0.87,2,Male,High Risk
94.19,96.95,93.68,89.49,3.49,6,Male,Low Risk
72.14,1.06,83.95,70.32,2.24,5,Male,Medium Risk
76.13,73.12,50.42,83.3,2.69,6,Female,Low Risk
89.62,67.59,64.09,60.53,3.59,3,Male,Low Risk
91.38,51.15,97.84,86.92,3.26,4,Female,Low Risk
61.86,77.25,77.98,69.69,3.49,5,Male,Low Risk
62.32,85.59,84.91,84.79,3.19,6,Female,Low Risk
83.49,51.19,88.69,76.75,2.5,3,Male,Low Risk
33.93,76.38,72.83,60.09,2.23,1,Other,Medium Risk
52.88,43.21,59.36,56.18,3.03,3,Female,Medium Risk
58.05,98.58,51.28,54.48,3.22,3,Male,Low Risk
84.38,92.81,34.26,64.24,0.91,6,Female,Medium Risk
88.09,89.36,70.41,84.23,2.14,7,Other,Low Risk
73.41,96.47,72.98,67.19,2.1,3,Female,Low Risk
56.16,52.54,61.33,68.01,2.96,7,Male,Medium Risk
93.51,88.33,98.43,76.27,2.86,7,Female,Low Risk
88.91,79.43,72.28,82.97,3.23,1,Male,Low Risk
98.67,84.51,61.47,81.53,2.34,7,Male,Low Risk
62.92,76.7,63.2,81.18,3.08,1,Other,Low Risk
55.34,69.99,64.79,38.81,2.22,5,Male,Medium Risk
67.36,99.92,56.73,66.47,2.24,6,Female,Medium Risk
85.93,94.82,99.16,22.01,3.08,1,Female,Low Risk
55.43,79.85,63.05,76.73,3.75,1,Male,Low Risk
68.56,41.26,81.82,50.91,3.22,2,Male,Medium Risk
50.84,66.28,78.05,64.56,2.4,4,Female,Medium Risk
88.61,66.31,83.7,75.6,3.29,6,Male,Low Risk
77.66,81.05,71.17,10.28,1.9,5,Female,Medium Risk
82.21,47.34,82.17,59.75,2.45,6,Male,Medium Risk
78.69,96.76,84.37,57.64,2.16,2,Male,Low Risk
92.83,81.92,98.0,90.14,2.75,7,Male,Low Risk
89.63,84.88,27.9,38.04,3.84,7,Female,Low Risk
96.06,88.84,50.59,53.36,2.76,3,Female,Low Risk
67.77,73.7,30.0,87.46,1.22,4,Male,Medium Risk
63.31,96.74,14.9,88.32,3.39,7,Other,Low Risk
78.08,93.85,72.84,44.12,3.51,2,Female,Low Risk
60.53,76.41,94.93,79.28,2.59,6,Male,Low Risk
97.55,45.05,76.19,79.68,2.48,7,Male,Low Risk
98.41,96.63,92.77,55.2,2.02,2,Male,Low Risk
86.06,16.77,0.75,33.61,3.19,2,Other,High Risk
58.54,59.27,64.28,58.74,3.95,1,Male,Medium Risk
61.96,57.55,87.47,99.71,2.46,5,Male,Low Risk
61.47,43.53,93.57,63.54,2.53,7,Female,Medium Risk
64.83,80.32,27.3,44.61,3.64,8,Male,Medium Risk
70.89,83.3,52.24,54.59,3.76,6,Female,Low Risk
73.79,72.09,75.18,77.77,2.28,4,Female,Low Risk
54.8,46.32,95.03,84.87,2.61,8,Female,Medium Risk
87.42,72.75,88.23,11.38,3.03,2,Other,Low Risk
92.14,37.01,68.98,59.81,3.99,2,Male,Low Risk
90.1,76.47,55.07,94.11,2.82,1,Male,Low Risk
72.33,51.98,36.82,5.04,0.57,4,Male,High Risk
71.48,76.33,56.88,88.61,3.82,2,Male,Low Risk
