attendance,internal_marks,assignment_score,quiz_score,previous_gpa,semester,gender,performance_score,AcademicRisk
57.44,72.84,76.37,97.36,3.95,7,Female,79.67,Low Risk
72.36,77.09,60.23,57.77,0.2,2,Male,52.46,Medium Risk
85.74,8.28,96.33,96.5,3.94,2,Other,76.64,Low Risk
63.74,84.67,60.49,49.22,3.72,8,Female,72.58,Low Risk
12.64,39.46,38.68,28.0,1.61,6,Female,31.12,High Risk
58.49,77.91,59.09,60.99,3.51,5,Male,70.15,Low Risk
51.64,32.38,28.15,41.53,3.58,5,Female,52.21,Medium Risk
47.74,60.03,13.57,40.88,0.71,8,Male,36.55,High Risk
20.21,75.66,99.08,92.85,2.02,7,Female,61.6,Medium Risk
68.26,64.27,65.26,60.81,3.84,8,Female,72.83,Low Risk
89.23,24.67,92.3,51.8,1.04,1,Other,55.36,Medium Risk
27.81,30.47,42.79,61.1,2.54,8,Female,44.5,High Risk
66.84,56.07,88.52,67.24,2.57,2,Male,67.35,Medium Risk
20.61,33.9,62.82,10.0,0.29,3,Male,24.67,High Risk
59.49,21.21,18.46,63.94,0.84,5,Female,36.72,High Risk
57.62,76.15,51.08,64.72,3.68,3,Male,70.0,Low Risk
93.71,76.51,38.25,96.96,3.16,8,Male,78.76,Low Risk
88.01,81.89,71.39,15.41,0.19,6,Female,52.59,Medium Risk
67.73,6.05,88.08,57.94,3.17,4,Male,59.86,Medium Risk
45.11,78.35,57.43,74.14,3.95,3,Other,71.37,Low Risk
75.98,87.97,96.19,52.94,3.52,6,Male,80.96,Low Risk
36.83,53.72,29.69,6.06,1.48,5,Male,34.56,High Risk
90.7,36.03,75.64,83.54,3.64,2,Female,76.51,Low Risk
46.08,65.31,50.94,20.15,0.41,6,Other,37.81,High Risk
88.92,83.36,88.59,33.8,2.69,7,Male,74.07,Low Risk
61.29,3.89,12.73,50.0,2.99,6,Female,44.2,High Risk
96.32,9.13,84.35,62.76,3.55,5,Other,70.16,Low Risk
64.23,36.94,47.27,48.91,0.96,6,Male,43.87,High Risk
55.89,92.01,76.17,82.61,3.61,6,Female,78.75,Low Risk
87.3,67.91,9.04,59.23,0.89,1,Other,51.21,Medium Risk
90.17,82.79,78.66,80.59,2.1,2,Male,76.11,Low Risk
27.29,99.48,91.84,21.51,1.24,7,Female,51.47,Medium Risk
96.41,11.73,87.19,32.72,3.83,4,Male,68.37,Medium Risk
71.82,56.71,49.66,80.99,2.73,4,Male,65.96,Medium Risk
83.79,90.54,97.45,40.4,3.79,8,Other,83.42,Low Risk
74.48,82.05,74.94,28.79,0.47,8,Male,53.53,Medium Risk
91.4,29.32,12.03,44.0,1.18,8,Other,44.49,High Risk
89.25,22.99,17.04,64.28,3.89,1,Male,63.42,Medium Risk
18.85,34.41,9.68,94.73,1.62,2,Other,37.38,High Risk
27.56,9.42,19.07,63.87,2.51,2,Female,36.9,High Risk
53.24,64.23,46.26,41.98,0.48,3,Male,42.39,High Risk
52.6,98.44,74.53,71.4,3.93,5,Male,79.29,Low Risk
96.23,99.17,80.53,45.15,2.69,2,Female,79.56,Low Risk
86.17,91.4,43.6,89.19,1.78,7,Other,70.87,Low Risk
91.87,56.5,82.1,72.13,2.1,6,Female,70.53,Low Risk
59.88,99.07,88.8,93.88,2.92,7,Other,80.44,Low Risk
46.82,88.09,89.36,70.41,3.37,6,Female,74.35,Low Risk
82.08,91.74,80.72,95.65,3.72,4,Male,88.57,Low Risk
77.67,9.55,74.04,28.25,0.54,3,Other,40.05,High Risk
37.33,29.77,32.61,86.07,0.04,1,Female,33.34,High Risk
84.38,82.11,66.34,68.91,3.21,2,Female,77.87,Low Risk
68.61,31.06,98.3,64.87,2.42,7,Male,62.96,Medium Risk
33.45,96.09,68.45,75.62,3.79,7,Male,72.88,Low Risk
43.67,99.48,48.63,47.79,1.69,8,Male,55.84,Medium Risk
96.72,68.6,9.01,69.32,2.41,4,Female,64.71,Medium Risk
68.11,17.89,64.48,46.6,3.36,6,Female,58.27,Medium Risk
88.62,51.04,79.98,73.2,2.66,5,Male,71.97,Low Risk
65.79,65.58,89.38,96.63,3.56,5,Male,79.72,Low Risk
85.95,44.83,27.95,85.55,1.56,3,Female,57.23,Medium Risk
3.18,51.1,8.58,57.38,2.04,1,Male,33.66,High Risk
58.46,0.94,56.98,63.36,3.66,1,Female,55.73,Medium Risk
63.25,51.17,99.19,17.39,3.74,5,Female,66.91,Medium Risk
78.94,71.81,95.49,96.8,2.24,2,Male,76.94,Low Risk
98.27,88.15,51.4,78.08,3.53,1,Other,83.68,Low Risk
95.32,77.86,79.17,97.73,2.4,6,Other,80.94,Low Risk
49.73,67.32,37.4,36.86,0.13,1,Female,37.85,High Risk
51.77,84.74,2.75,77.72,0.47,2,Other,44.9,High Risk
15.0,63.4,86.87,66.04,0.14,7,Other,40.24,High Risk
29.36,49.9,16.25,96.24,1.79,3,Female,45.38,High Risk
50.26,65.51,78.34,75.76,3.63,5,Female,71.47,Low Risk
63.17,18.79,85.83,5.34,2.38,6,Other,48.1,High Risk
62.27,73.54,99.16,43.31,3.49,2,Male,73.46,Low Risk
76.16,99.78,14.77,37.45,3.94,1,Other,71.45,Low Risk
96.01,75.65,64.57,74.38,2.88,1,Other,77.97,Low Risk
56.78,13.76,56.41,6.16,1.72,3,Female,37.08,High Risk
5.71,66.74,36.84,65.2,1.39,2,Female,38.77,High Risk
49.7,3.29,22.53,72.4,3.35,1,Male,48.26,High Risk
81.35,94.79,24.2,88.91,2.86,6,Female,74.14,Low Risk
66.82,17.84,11.83,16.25,2.03,8,Female,37.17,High Risk
77.3,4.07,94.28,4.66,2.36,8,Female,49.73,High Risk
28.03,59.46,75.12,79.1,1.68,4,Female,52.53,Medium Risk
98.84,97.53,56.8,52.71,2.7,5,Male,77.52,Low Risk
78.68,60.1,53.48,51.39,3.41,3,Female,68.73,Medium Risk
73.61,5.72,42.54,96.7,0.21,5,Female,41.74,High Risk
88.42,74.76,96.21,19.74,3.51,8,Other,76.39,Low Risk
81.12,38.15,98.43,36.48,1.99,7,Female,60.58,Medium Risk
95.94,76.08,64.09,67.6,1.33,6,Female,67.27,Medium Risk
4.69,61.45,71.68,30.59,3.57,8,Female,51.12,Medium Risk
57.63,56.78,64.67,44.06,0.22,4,Female,43.45,High Risk
96.56,62.79,56.61,93.69,3.11,8,Female,78.68,Low Risk
42.43,53.36,22.71,44.91,3.94,1,Female,56.05,Medium Risk
77.0,34.47,86.77,86.86,3.05,5,Other,71.25,Low Risk
16.47,28.81,51.0,83.67,0.69,4,Female,34.39,High Risk
33.54,77.95,10.58,85.7,3.07,6,Other,57.6,Medium Risk
68.67,24.82,52.54,79.18,2.68,8,Male,58.64,Medium Risk
71.08,75.13,63.31,47.21,3.64,4,Female,72.12,Low Risk
46.83,59.55,91.92,37.56,3.5,7,Male,64.91,Medium Risk
8.49,51.15,45.07,75.13,1.86,3,Female,42.01,High Risk
55.59,29.74,32.98,93.19,2.73,8,Other,55.83,Medium Risk
89.66,63.75,94.13,38.99,2.93,6,Female,73.45,Low Risk
74.93,17.8,47.9,25.73,0.01,1,Other,33.4,High Risk
45.7,55.14,67.26,65.29,3.0,6,Other,61.09,Medium Risk
1.23,63.22,99.87,29.45,0.74,8,Male,36.97,High Risk
61.05,30.76,29.91,3.95,2.91,5,Male,44.68,High Risk
73.67,29.19,45.26,53.1,1.0,8,Female,45.26,High Risk
3.46,27.51,75.19,57.79,3.22,5,Female,46.44,High Risk
76.64,47.41,97.71,85.61,3.16,4,Other,75.89,Low Risk
97.65,18.65,30.14,3.11,1.57,5,Male,42.94,High Risk
70.49,77.79,82.54,20.93,2.16,2,Other,62.2,Medium Risk
52.03,79.99,31.45,83.74,1.98,1,Male,58.66,Medium Risk
1.25,90.98,64.18,58.3,0.81,4,Other,41.94,High Risk
13.83,77.43,11.57,39.01,3.99,3,Male,51.47,Medium Risk
13.09,5.17,94.54,26.58,2.02,1,Male,35.1,High Risk
26.07,15.35,24.64,84.21,1.32,8,Other,34.16,High Risk
83.0,96.18,60.76,95.65,1.65,8,Female,73.76,Low Risk
91.43,24.09,93.6,80.95,2.74,5,Female,70.98,Low Risk
97.28,44.83,41.6,64.62,3.33,8,Male,70.03,Low Risk
64.84,97.61,55.08,30.53,2.13,3,Male,61.89,Medium Risk
16.28,40.74,91.92,17.16,0.25,3,Female,30.14,High Risk
66.29,95.56,28.64,92.48,0.1,5,Female,54.48,Medium Risk
85.79,57.82,82.34,7.02,3.85,2,Male,70.48,Low Risk
93.06,81.42,41.27,41.96,3.47,5,Female,73.72,Low Risk
92.89,25.48,14.25,66.33,2.06,6,Female,53.28,Medium Risk
1.98,32.65,19.78,77.82,3.44,7,Male,43.16,High Risk
90.9,96.39,56.66,73.4,3.95,3,Other,86.2,Low Risk
23.49,1.02,33.95,25.61,2.29,7,Male,29.32,High Risk
92.34,82.77,85.3,39.39,2.93,5,Other,76.66,Low Risk
13.81,44.06,68.87,83.39,1.99,6,Male,47.54,High Risk
86.37,82.68,33.32,46.21,3.84,3,Male,74.06,Low Risk
73.16,65.12,21.06,30.4,3.88,2,Female,63.28,Medium Risk
85.91,9.44,66.72,61.26,3.47,2,Male,64.25,Medium Risk
98.61,43.06,23.01,56.97,1.62,3,Female,55.39,Medium Risk
4.04,14.67,46.25,15.75,2.08,4,Other,26.24,High Risk
93.03,60.3,46.83,81.15,3.19,8,Male,74.45,Low Risk
88.04,53.62,62.18,27.32,0.2,4,Female,47.41,High Risk
41.67,5.16,93.31,41.36,3.14,8,Female,51.27,Medium Risk
78.21,30.42,57.89,92.7,2.5,1,Other,63.85,Medium Risk
82.94,79.68,23.26,53.08,2.42,8,Other,63.25,Medium Risk
89.08,89.34,51.89,31.59,3.09,3,Female,71.97,Low Risk
1.14,96.91,39.54,29.88,3.68,2,Female,53.08,Medium Risk
68.31,91.95,29.91,32.16,3.42,3,Other,66.15,Medium Risk
58.14,51.37,55.44,25.25,2.41,5,Male,51.98,Medium Risk
50.49,22.3,37.89,96.51,2.77,8,Other,54.55,Medium Risk
62.43,84.77,70.17,10.21,1.47,8,Male,53.81,Medium Risk
98.91,85.59,78.4,48.49,3.29,5,Female,81.44,Low Risk
0.28,56.5,70.4,56.21,2.77,5,Male,47.67,High Risk
40.01,54.68,64.09,94.03,1.33,3,Male,52.97,Medium Risk
2.92,84.33,62.58,41.64,0.98,2,Other,39.35,High Risk
1.73,18.43,58.88,69.42,0.13,8,Male,24.18,High Risk
79.58,44.12,21.12,18.9,3.43,7,Female,56.16,Medium Risk
53.75,33.52,78.5,63.95,0.03,6,Female,41.7,High Risk
74.01,57.96,42.35,88.95,3.47,1,Other,71.48,Low Risk
59.23,94.94,31.44,39.79,3.91,7,Other,68.92,Medium Risk
66.84,47.11,56.52,76.5,2.54,5,Female,61.96,Medium Risk
47.21,81.78,74.56,34.14,3.2,5,Other,64.46,Medium Risk
60.31,41.26,37.42,42.59,2.61,8,Other,51.64,Medium Risk
63.71,12.19,58.83,68.61,0.05,1,Female,37.79,High Risk
77.44,38.63,86.91,87.89,3.31,4,Other,73.99,Low Risk
68.18,61.43,2.18,81.7,3.05,1,Male,60.98,Medium Risk
36.42,31.44,15.76,14.78,3.74,5,Female,43.35,High Risk
72.32,83.64,40.91,42.3,1.99,2,Female,59.73,Medium Risk
83.14,88.02,71.28,65.32,3.59,3,Female,81.32,Low Risk
88.65,44.87,36.98,25.35,0.53,1,Female,43.8,High Risk
83.87,94.64,92.41,63.91,2.91,5,Other,81.53,Low Risk
70.19,64.6,34.22,35.63,0.99,5,Other,47.13,High Risk
45.55,93.02,56.19,38.77,3.91,1,Female,68.67,Medium Risk
13.22,3.51,72.11,84.77,2.06,8,Female,40.41,High Risk
96.58,99.58,92.38,87.08,1.12,2,Other,77.98,Low Risk
75.61,57.99,78.14,50.01,3.37,3,Other,70.79,Low Risk
44.3,66.89,90.08,55.04,2.71,7,Male,63.16,Medium Risk
95.65,55.47,79.17,56.06,2.5,1,Female,70.92,Low Risk
6.6,39.76,94.0,50.17,0.88,5,Female,36.73,High Risk
71.95,26.25,62.29,61.09,3.36,2,Male,62.74,Medium Risk
39.14,79.7,78.4,37.56,2.49,7,Male,58.68,Medium Risk
83.01,93.56,18.74,49.84,3.58,3,Female,72.13,Low Risk
16.36,55.16,48.94,85.0,2.92,6,Other,53.46,Medium Risk
24.34,96.76,38.15,2.73,0.11,1,Female,32.26,High Risk
57.36,49.8,58.04,37.67,3.31,3,Male,59.34,Medium Risk
89.44,75.95,60.49,41.77,3.66,1,Other,75.76,Low Risk
92.39,60.79,89.37,11.02,3.7,3,Female,73.44,Low Risk
85.29,78.6,86.83,76.58,3.67,5,Male,84.49,Low Risk
72.52,70.81,73.86,31.72,3.56,2,Female,70.38,Low Risk
52.22,76.93,90.61,64.11,3.38,7,Male,72.77,Low Risk
78.76,25.09,63.1,15.37,1.46,8,Other,45.6,High Risk
27.14,35.76,47.89,49.39,3.42,1,Other,49.9,High Risk
79.6,95.6,13.07,88.39,2.82,7,Other,71.86,Low Risk
93.72,95.98,96.08,81.89,1.85,3,Male,80.88,Low Risk
25.04,74.61,76.98,72.41,0.1,3,Other,44.22,High Risk
37.19,89.63,84.62,75.98,3.37,1,Male,72.38,Low Risk
69.45,89.93,93.63,44.4,3.43,3,Female,77.49,Low Risk
76.21,69.82,27.86,70.89,3.79,2,Male,71.52,Low Risk
37.15,18.88,19.55,41.0,1.92,6,Other,34.15,High Risk
3.12,62.12,62.67,7.08,1.27,6,Other,31.6,High Risk
98.56,98.5,90.61,79.84,1.08,1,Male,76.66,Low Risk
95.15,18.96,72.39,55.01,3.91,6,Other,71.13,Low Risk
49.8,15.82,43.21,14.33,3.82,5,Male,48.12,High Risk
42.74,33.69,15.09,71.38,3.49,8,Other,52.21,Medium Risk
54.33,99.47,99.9,21.57,3.83,3,Male,75.63,Low Risk
83.11,97.52,70.03,92.61,1.63,4,Male,74.86,Low Risk
29.17,34.67,36.95,14.0,1.42,8,Female,30.74,High Risk
2.6,83.62,7.67,19.46,0.02,5,Female,21.57,High Risk
16.07,2.17,94.71,100.0,3.05,1,Male,52.72,Medium Risk
20.27,68.52,54.9,94.45,1.76,2,Male,52.17,Medium Risk
51.29,8.36,27.41,99.24,2.82,7,Male,51.12,Medium Risk
95.79,74.15,90.12,19.64,2.56,2,Other,71.24,Low Risk
11.02,98.11,17.6,19.27,0.58,5,Female,31.53,High Risk
55.34,69.99,64.79,38.81,2.22,5,Male,57.25,Medium Risk
6.25,35.3,13.44,12.66,1.63,7,Male,22.72,High Risk
13.11,12.38,92.76,39.76,1.2,2,Female,33.13,High Risk
95.92,88.77,28.31,81.69,2.74,6,Female,75.36,Low Risk
79.36,84.77,88.09,9.59,3.19,8,Male,71.38,Low Risk
51.89,65.34,35.93,43.91,0.72,4,Other,42.52,High Risk
90.99,67.79,31.72,64.29,3.33,3,Female,71.52,Low Risk
19.95,18.51,89.03,89.17,2.0,5,Male,47.92,High Risk
78.5,55.48,30.71,60.85,1.33,6,Female,52.77,Medium Risk
66.85,85.01,11.4,92.46,3.62,2,Female,71.92,Low Risk
47.15,8.36,1.78,72.53,0.69,6,Male,28.92,High Risk
86.17,90.63,47.9,17.05,1.31,1,Male,57.6,Medium Risk
96.32,97.52,84.14,38.2,3.56,1,Female,84.19,Low Risk
23.74,68.17,74.77,84.81,3.97,7,Female,68.32,Medium Risk
27.13,99.75,58.44,12.3,1.06,6,Female,43.97,High Risk
13.72,65.35,44.87,39.29,3.5,8,Other,51.0,Medium Risk
27.05,4.48,64.14,56.82,1.35,4,Male,34.24,High Risk
58.1,84.38,7.89,85.09,1.37,7,Female,53.91,Medium Risk
72.19,93.73,63.43,2.47,2.0,7,Male,59.18,Medium Risk
32.4,81.49,74.88,66.79,3.68,1,Female,68.65,Medium Risk
45.09,20.74,52.38,28.02,3.44,3,Female,48.98,High Risk
77.43,67.12,33.36,89.84,3.05,6,Male,70.32,Low Risk
84.56,83.37,65.31,50.44,3.42,6,Female,76.55,Low Risk
25.72,54.29,32.05,28.35,2.3,8,Male,40.72,High Risk
62.39,4.72,37.84,61.29,2.63,2,Other,47.85,High Risk
16.92,74.56,55.7,17.5,2.87,5,Other,48.06,High Risk
9.58,80.04,49.16,24.15,1.39,1,Other,38.09,High Risk
95.0,0.25,45.78,41.38,3.37,8,Male,57.94,Medium Risk
42.82,93.34,83.61,46.41,3.89,7,Female,73.19,Low Risk
79.97,92.36,67.5,87.74,2.03,8,Female,74.44,Low Risk
53.65,96.54,96.36,85.56,0.75,8,Female,64.7,Medium Risk
7.52,68.08,49.94,20.49,3.51,1,Male,48.0,High Risk
17.02,72.45,56.73,40.15,2.78,7,Other,50.65,Medium Risk
9.57,97.17,66.45,3.36,3.18,4,Female,52.17,Medium Risk
62.92,10.31,14.61,2.05,1.45,3,Female,29.35,High Risk
98.14,99.28,78.42,16.22,3.91,8,Male,83.02,Low Risk
61.75,36.57,96.76,41.54,0.54,1,Other,46.87,High Risk
91.85,57.81,61.11,62.13,3.22,5,Female,73.14,Low Risk
99.76,70.09,59.52,39.24,3.66,2,Female,76.65,Low Risk
86.36,92.19,74.49,52.76,3.75,4,Male,82.55,Low Risk
96.79,93.89,65.19,68.19,3.73,3,Female,86.3,Low Risk
33.12,18.87,72.73,46.85,0.13,2,Other,30.8,High Risk
97.81,25.76,87.31,72.12,3.71,4,Female,76.71,Low Risk
64.39,82.28,44.34,22.72,2.22,8,Male,56.49,Medium Risk
78.78,38.28,98.0,88.35,1.21,2,Other,62.87,Medium Risk
29.48,66.36,83.62,1.82,2.38,2,Male,48.33,High Risk
50.65,48.67,60.08,43.74,3.68,3,Other,60.97,Medium Risk
57.12,80.87,61.04,29.54,2.9,2,Male,62.17,Medium Risk
99.78,69.31,88.16,89.36,1.71,4,Female,76.12,Low Risk
86.32,91.11,51.85,45.57,2.21,4,Other,68.23,Medium Risk
90.03,72.57,6.86,69.18,2.53,3,Other,64.24,Medium Risk
31.04,96.68,43.92,44.71,2.21,4,Female,54.2,Medium Risk
81.47,32.66,72.46,88.59,3.29,1,Male,71.62,Low Risk
98.21,85.71,34.37,48.16,3.76,3,Male,77.57,Low Risk
80.74,99.87,29.64,40.79,0.55,1,Female,54.16,Medium Risk
89.24,60.03,96.06,68.7,3.84,7,Male,83.03,Low Risk
13.44,36.54,6.72,20.2,0.07,3,Female,15.14,High Risk
87.69,23.58,94.35,72.02,3.94,1,Male,76.22,Low Risk
53.71,87.27,93.62,24.02,3.65,5,Male,71.34,Low Risk
48.53,65.93,67.41,70.94,3.29,5,Female,66.63,Medium Risk
23.67,24.94,57.12,41.63,0.2,1,Female,26.97,High Risk
30.16,70.27,10.14,7.16,2.98,1,Other,42.81,High Risk
53.14,65.66,4.04,95.07,3.83,5,Male,65.22,Medium Risk
77.01,9.33,65.62,3.42,3.08,6,Other,50.72,Medium Risk
58.3,58.52,65.73,72.02,2.57,3,Other,63.0,Medium Risk
90.53,66.32,53.32,81.5,2.92,7,Female,74.37,Low Risk
56.56,51.68,92.57,82.48,3.97,5,Other,75.55,Low Risk
3.47,16.95,98.66,99.85,2.88,1,Female,52.03,Medium Risk
61.46,49.55,61.73,15.17,0.86,5,Male,42.18,High Risk
79.39,93.95,85.77,73.97,2.61,2,Male,78.91,Low Risk
12.99,47.57,22.69,66.98,1.75,2,Other,37.15,High Risk
33.07,93.04,4.86,46.08,2.85,2,Male,52.33,Medium Risk
16.16,61.22,26.38,17.24,3.72,5,Male,46.08,High Risk
53.53,21.95,86.75,74.74,1.64,6,Other,52.25,Medium Risk
50.38,54.53,73.54,64.95,1.43,2,Male,53.21,Medium Risk
88.69,57.7,11.63,0.26,1.99,7,Other,47.93,High Risk
97.56,97.05,76.77,61.03,2.68,8,Female,81.22,Low Risk
63.69,32.12,49.79,81.63,1.06,1,Male,48.68,High Risk
22.47,84.67,39.92,3.51,0.65,7,Female,33.13,High Risk
48.01,27.46,42.46,90.83,2.01,3,Other,50.05,Medium Risk
45.22,43.37,90.79,48.99,3.27,7,Male,61.38,Medium Risk
94.41,27.5,2.62,24.27,1.47,2,Female,42.32,High Risk
57.31,99.89,2.59,0.03,1.4,8,Female,43.45,High Risk
90.03,80.49,92.74,15.28,2.02,8,Female,67.43,Medium Risk
66.82,89.35,55.78,71.04,3.08,6,Other,72.85,Low Risk
89.54,92.34,80.49,62.61,2.39,4,Female,77.26,Low Risk
19.78,84.28,96.43,46.65,3.73,5,Male,66.58,Medium Risk
50.36,56.99,99.09,89.99,2.78,8,Male,69.72,Medium Risk
42.07,54.83,57.86,31.2,0.22,7,Male,36.22,High Risk
60.21,42.29,42.66,19.4,2.6,3,Female,49.07,High Risk
40.49,81.93,61.72,51.81,1.41,1,Other,52.35,Medium Risk
1.25,79.6,52.02,40.8,0.38,7,Other,32.53,High Risk
81.81,35.82,46.49,95.73,3.58,5,Male,71.32,Low Risk
66.74,76.69,8.19,96.09,3.81,1,Male,71.48,Low Risk
53.99,33.69,23.85,75.52,3.4,3,Male,56.39,Medium Risk
95.19,1.21,76.3,97.02,3.62,2,Other,72.66,Low Risk
72.68,98.85,55.07,67.84,2.95,8,Male,74.81,Low Risk
65.39,71.0,71.61,87.51,2.45,7,Male,69.73,Medium Risk
92.46,62.01,31.11,40.01,0.53,5,Male,49.5,High Risk
75.8,83.35,80.79,51.06,1.48,3,Other,64.65,Medium Risk
90.8,46.28,77.15,69.8,3.2,5,Male,74.0,Low Risk
63.31,23.44,5.18,43.78,0.04,6,Male,28.11,High Risk
91.24,54.11,96.42,59.79,2.69,6,Other,73.88,Low Risk
84.36,90.27,97.96,80.2,3.12,6,Female,85.37,Low Risk
75.82,78.71,78.56,97.46,3.3,2,Other,81.72,Low Risk
82.68,91.39,72.38,69.79,2.26,6,Other,74.4,Low Risk
80.76,19.96,52.55,79.61,2.7,7,Male,60.88,Medium Risk
71.62,83.34,78.85,59.6,0.56,4,Female,58.84,Medium Risk
94.77,85.96,45.08,2.49,3.89,2,Male,72.33,Low Risk
25.09,86.22,38.39,19.96,1.87,6,Male,43.96,High Risk
53.99,83.09,76.91,43.78,0.78,5,Other,53.09,Medium Risk
85.28,34.8,85.33,29.89,2.36,4,Female,60.31,Medium Risk
66.02,81.11,65.72,86.43,2.5,7,Female,71.17,Low Risk
41.65,2.56,28.3,23.17,3.17,4,Female,38.46,High Risk
72.66,23.11,61.61,65.93,1.31,7,Other,50.11,Medium Risk
93.01,44.2,62.93,94.04,2.95,8,Other,74.08,Low Risk
80.61,92.22,90.33,93.13,1.19,4,Female,73.55,Low Risk
37.91,64.88,96.79,5.76,3.69,4,Female,60.9,Medium Risk
96.87,96.74,3.68,38.24,3.04,3,Other,68.85,Medium Risk
3.67,52.78,81.14,66.06,0.79,1,Other,38.49,High Risk
71.46,85.95,41.17,66.1,3.58,2,Other,73.52,Low Risk
3.05,33.56,46.67,36.06,0.47,8,Male,22.82,High Risk
19.33,67.96,7.71,21.9,3.17,3,Female,42.68,High Risk
60.63,93.88,34.46,55.7,1.19,2,Male,54.89,Medium Risk
21.44,37.56,21.63,90.29,0.95,7,Male,35.6,High Risk
62.16,93.62,26.99,79.09,3.24,7,Male,70.43,Low Risk
80.73,52.6,22.4,58.04,0.87,5,Male,48.21,High Risk
64.97,90.28,80.03,82.43,1.03,1,Female,65.11,Medium Risk
29.14,46.28,70.57,87.2,2.63,4,Other,56.64,Medium Risk
15.06,0.86,4.73,76.23,3.95,3,Male,40.77,High Risk
96.72,56.78,99.97,76.73,2.1,3,Female,75.17,Low Risk
1.81,36.7,25.85,84.69,0.64,8,Other,28.37,High Risk
84.44,80.26,12.62,12.44,1.67,7,Other,51.36,Medium Risk
44.53,67.53,84.11,99.1,0.65,3,Other,56.18,Medium Risk
97.44,8.07,65.17,87.14,2.54,3,Female,64.7,Medium Risk
36.27,1.97,5.92,35.18,1.85,8,Male,27.19,High Risk
24.28,52.7,22.34,3.76,2.83,6,Female,38.21,High Risk
83.83,25.94,77.26,98.81,3.82,3,Female,76.43,Low Risk
58.64,49.33,8.41,24.37,3.37,7,Female,50.51,Medium Risk
95.22,31.39,48.62,74.17,0.97,7,Female,54.56,Medium Risk
65.96,59.16,43.88,74.03,3.91,6,Female,70.45,Low Risk
55.7,78.39,66.43,40.64,3.26,3,Male,66.04,Medium Risk
26.75,55.27,23.98,39.38,2.62,8,Other,43.62,High Risk
86.71,58.93,55.27,23.73,2.71,8,Female,62.25,Medium Risk
46.18,65.88,55.44,32.07,1.38,1,Female,46.47,High Risk
33.85,84.45,48.26,76.86,3.41,3,Female,65.43,Medium Risk
91.22,65.92,90.95,61.75,1.82,2,Male,70.27,Low Risk
57.45,47.5,53.17,6.73,3.59,4,Other,55.29,Medium Risk
57.2,37.63,58.07,81.59,3.44,3,Other,64.28,Medium Risk
69.36,91.14,76.31,77.84,3.45,2,Male,80.25,Low Risk
76.1,31.63,20.53,45.36,2.19,7,Other,48.92,High Risk
54.61,61.66,29.19,6.4,2.95,7,Male,49.76,High Risk
95.05,82.92,27.72,5.33,3.76,6,Other,68.8,Medium Risk
40.07,16.23,5.59,63.62,3.93,8,Other,48.21,High Risk
33.39,9.35,28.01,84.28,2.62,6,Other,43.44,High Risk
28.48,78.76,63.24,92.92,3.92,6,Male,70.8,Low Risk
39.36,37.9,41.84,12.93,1.7,1,Female,36.26,High Risk
6.93,22.45,77.64,11.12,1.88,1,Female,31.29,High Risk
45.8,4.56,43.02,64.11,2.18,1,Male,42.06,High Risk
86.64,23.73,59.6,15.71,3.83,2,Male,61.64,Medium Risk
73.78,91.2,91.92,15.71,0.82,8,Other,57.95,Medium Risk
87.37,24.61,48.9,2.97,0.04,7,Other,34.8,High Risk
67.19,96.06,37.09,42.51,3.25,3,Female,68.26,Medium Risk
92.02,72.32,70.04,79.46,1.84,5,Male,71.39,Low Risk
71.23,84.86,34.64,50.89,3.9,2,Female,71.98,Low Risk
92.26,28.58,83.66,89.34,2.6,3,Female,70.98,Low Risk
51.61,96.68,50.18,83.83,1.05,1,Other,58.9,Medium Risk
12.04,65.44,41.77,71.81,0.21,1,Female,34.45,High Risk
85.14,98.31,67.21,93.03,2.5,1,Other,80.61,Low Risk
64.41,39.73,0.44,44.66,0.02,7,Male,30.94,High Risk
23.46,95.89,46.34,92.88,0.66,6,Male,50.05,Medium Risk
92.46,48.07,72.72,56.7,3.59,3,Male,74.58,Low Risk
86.25,83.55,8.89,2.38,0.23,5,Other,41.4,High Risk
78.27,8.27,48.67,49.07,3.75,2,Female,59.32,Medium Risk
11.44,62.17,56.73,66.88,2.68,7,Female,50.59,Medium Risk
44.82,99.78,95.37,41.02,3.33,2,Other,72.43,Low Risk
95.32,16.36,55.44,20.77,1.01,7,Male,44.85,High Risk
86.53,79.55,48.27,77.85,3.02,7,Other,75.34,Low Risk
23.49,53.18,20.44,72.62,0.79,1,Male,35.41,High Risk
51.0,43.51,68.31,13.72,1.74,8,Other,44.63,High Risk
46.27,10.2,33.91,6.51,1.06,7,Other,26.3,High Risk
91.84,63.9,64.8,72.66,2.99,4,Female,75.05,Low Risk
89.45,93.14,80.11,78.46,3.7,5,Other,87.9,Low Risk
6.89,59.33,98.91,94.69,0.42,1,Female,45.25,High Risk
71.13,40.92,68.26,94.68,3.4,8,Other,71.66,Low Risk
35.48,1.3,28.06,33.06,1.1,5,Other,25.17,High Risk
6.7,34.96,98.55,18.23,0.51,4,Other,29.37,High Risk
29.51,98.29,76.5,79.6,3.49,2,Other,72.26,Low Risk
55.32,88.89,41.24,59.46,3.82,8,Male,70.59,Low Risk
76.04,4.21,31.29,68.44,1.32,1,Male,43.06,High Risk
4.75,3.69,39.29,93.02,2.92,5,Female,40.02,High Risk
12.39,69.9,28.0,51.93,3.82,5,Other,52.94,Medium Risk
